sepal_length,sepal_width,petal_length,petal_width,species
5.38,3.9,1.18,0.22,Iris-setosa
5.08,2.66,1.27,0.26,Iris-setosa
4.54,2.73,1.71,0.18,Iris-setosa
4.34,3.62,1.88,0.27,Iris-setosa
4.48,3.5,1.82,0.49,Iris-setosa
5.23,2.96,1.49,0.15,Iris-setosa
5.32,3.82,1.87,0.23,Iris-setosa
4.33,3.45,1.64,0.5,Iris-setosa
4.59,2.85,1.46,0.27,Iris-setosa
5.59,3.29,1.72,0.39,Iris-setosa
5.46,3.0,1.75,0.24,Iris-setosa
5.12,2.75,1.43,0.26,Iris-setosa
4.7,4.33,1.14,0.49,Iris-setosa
5.78,2.34,1.63,0.23,Iris-setosa
4.36,3.15,1.84,0.11,Iris-setosa
5.18,3.35,1.79,0.14,Iris-setosa
5.32,3.73,1.6,0.57,Iris-setosa
5.53,2.39,1.42,0.3,Iris-setosa
4.77,3.25,1.35,0.32,Iris-setosa
5.77,2.49,1.83,0.34,Iris-setosa
5.24,4.04,1.32,0.32,Iris-setosa
4.91,3.09,1.83,0.51,Iris-setosa
4.46,2.53,1.39,0.15,Iris-setosa
5.23,2.6,1.47,0.1,Iris-setosa
4.77,3.72,1.44,0.59,Iris-setosa
5.61,3.05,1.04,0.52,Iris-setosa
5.67,4.02,1.12,0.6,Iris-setosa
4.69,3.82,1.82,0.22,Iris-setosa
5.66,2.95,1.88,0.24,Iris-setosa
5.73,2.41,1.64,0.37,Iris-setosa
5.02,2.77,1.64,0.2,Iris-setosa
5.13,2.83,1.86,0.11,Iris-setosa
4.6,2.81,1.37,0.22,Iris-setosa
5.04,4.13,1.64,0.39,Iris-setosa
4.43,3.76,1.15,0.49,Iris-setosa
4.68,3.18,1.32,0.53,Iris-setosa
4.49,3.49,1.13,0.45,Iris-setosa
5.66,3.21,1.44,0.56,Iris-setosa
5.08,3.32,1.52,0.44,Iris-setosa
4.46,4.02,1.39,0.14,Iris-setosa
5.48,3.09,1.09,0.42,Iris-setosa
5.62,4.16,1.86,0.53,Iris-setosa
4.3,3.1,1.74,0.28,Iris-setosa
5.2,3.57,1.33,0.55,Iris-setosa
5.05,3.28,1.9,0.35,Iris-setosa
4.57,3.38,1.73,0.49,Iris-setosa
5.48,3.79,1.23,0.53,Iris-setosa
5.64,2.71,1.12,0.59,Iris-setosa
5.6,4.18,1.8,0.37,Iris-setosa
5.27,3.45,1.05,0.47,Iris-setosa
5.06,3.66,1.45,0.35,Iris-setosa
4.56,2.89,1.14,0.2,Iris-setosa
5.76,2.62,1.24,0.4,Iris-setosa
5.22,2.62,1.71,0.49,Iris-setosa
4.66,2.91,1.84,0.51,Iris-setosa
5.35,2.47,1.38,0.38,Iris-setosa
4.58,3.24,1.54,0.26,Iris-setosa
5.47,4.06,1.29,0.52,Iris-setosa
4.46,4.06,1.14,0.14,Iris-setosa
5.26,3.29,1.82,0.28,Iris-setosa
4.73,3.35,1.41,0.27,Iris-setosa
5.34,3.9,1.77,0.59,Iris-setosa
4.7,3.8,1.35,0.44,Iris-setosa
5.01,4.39,1.66,0.58,Iris-setosa
5.55,4.2,1.73,0.33,Iris-setosa
4.68,3.08,1.02,0.36,Iris-setosa
5.06,3.4,1.88,0.56,Iris-setosa
4.54,3.07,1.38,0.28,Iris-setosa
5.5,3.4,1.51,0.53,Iris-setosa
5.51,2.58,1.64,0.32,Iris-setosa
4.74,2.41,1.44,0.28,Iris-setosa
4.68,3.76,1.69,0.22,Iris-setosa
4.37,4.08,1.01,0.57,Iris-setosa
5.24,2.98,1.22,0.1,Iris-setosa
4.65,2.59,1.55,0.18,Iris-setosa
5.09,3.54,1.27,0.12,Iris-setosa
4.36,2.36,1.67,0.26,Iris-setosa
5.49,3.21,1.41,0.36,Iris-setosa
5.37,2.87,1.11,0.38,Iris-setosa
4.79,3.23,1.58,0.35,Iris-setosa
5.23,3.44,1.67,0.45,Iris-setosa
5.1,3.73,1.79,0.32,Iris-setosa
4.92,3.9,1.52,0.14,Iris-setosa
5.64,2.36,1.67,0.48,Iris-setosa
5.73,2.41,1.54,0.31,Iris-setosa
4.8,2.49,1.51,0.34,Iris-setosa
4.46,3.59,1.66,0.48,Iris-setosa
5.66,3.16,1.86,0.53,Iris-setosa
4.74,2.63,1.39,0.3,Iris-setosa
5.16,3.53,1.67,0.35,Iris-setosa
4.46,4.1,1.28,0.59,Iris-setosa
4.48,4.31,1.08,0.22,Iris-setosa
4.37,3.78,1.77,0.32,Iris-setosa
5.69,3.54,1.57,0.52,Iris-setosa
4.75,3.04,1.82,0.55,Iris-setosa
5.76,4.19,1.11,0.51,Iris-setosa
4.91,4.38,1.43,0.38,Iris-setosa
5.09,2.98,1.07,0.55,Iris-setosa
5.5,2.59,1.7,0.41,Iris-setosa
4.91,2.83,1.77,0.45,Iris-setosa
5.12,3.58,1.08,0.34,Iris-setosa
4.59,2.74,1.6,0.56,Iris-setosa
4.91,2.74,1.58,0.54,Iris-setosa
5.42,4.12,1.48,0.48,Iris-setosa
4.51,3.03,1.35,0.36,Iris-setosa
5.69,4.14,1.12,0.19,Iris-setosa
4.84,2.91,1.55,0.55,Iris-setosa
5.74,3.67,1.75,0.36,Iris-setosa
4.61,3.4,1.5,0.47,Iris-setosa
4.63,3.07,1.33,0.58,Iris-setosa
4.97,3.89,1.68,0.23,Iris-setosa
5.16,4.18,1.43,0.57,Iris-setosa
4.62,2.46,1.8,0.52,Iris-setosa
5.79,3.73,1.84,0.51,Iris-setosa
5.57,3.5,1.34,0.57,Iris-setosa
4.95,3.43,1.4,0.38,Iris-setosa
5.01,2.4,1.79,0.32,Iris-setosa
5.18,2.59,1.0,0.22,Iris-setosa
5.36,2.51,1.82,0.21,Iris-setosa
4.61,2.68,1.01,0.49,Iris-setosa
5.61,3.59,1.17,0.24,Iris-setosa
5.01,4.3,1.22,0.47,Iris-setosa
4.96,2.93,1.41,0.14,Iris-setosa
5.5,2.81,1.65,0.13,Iris-setosa
5.73,2.71,1.79,0.5,Iris-setosa
5.75,3.3,1.65,0.29,Iris-setosa
4.58,3.23,1.15,0.59,Iris-setosa
4.44,3.54,1.56,0.37,Iris-setosa
5.29,2.54,1.5,0.24,Iris-setosa
5.71,3.9,1.88,0.12,Iris-setosa
4.73,2.71,1.01,0.22,Iris-setosa
5.32,2.79,1.46,0.54,Iris-setosa
5.34,3.13,1.34,0.33,Iris-setosa
4.57,3.63,1.33,0.53,Iris-setosa
5.43,3.58,1.33,0.2,Iris-setosa
5.46,3.32,1.2,0.2,Iris-setosa
4.55,3.93,1.21,0.36,Iris-setosa
4.98,3.52,1.79,0.53,Iris-setosa
4.98,2.33,1.38,0.4,Iris-setosa
5.14,3.67,1.14,0.42,Iris-setosa
4.57,3.88,1.31,0.45,Iris-setosa
4.37,3.16,1.63,0.21,Iris-setosa
5.49,3.62,1.53,0.28,Iris-setosa
5.02,3.55,1.43,0.45,Iris-setosa
4.95,2.72,1.19,0.1,Iris-setosa
4.75,3.87,1.71,0.2,Iris-setosa
5.74,3.36,1.83,0.45,Iris-setosa
5.38,2.48,1.2,0.1,Iris-setosa
5.37,3.02,1.71,0.27,Iris-setosa
5.53,2.57,1.16,0.27,Iris-setosa
4.91,3.03,1.69,0.15,Iris-setosa
4.83,4.06,1.06,0.57,Iris-setosa
5.78,2.49,1.26,0.29,Iris-setosa
5.46,3.55,1.58,0.48,Iris-setosa
4.48,4.05,1.64,0.39,Iris-setosa
5.63,3.77,1.18,0.31,Iris-setosa
5.04,2.42,1.86,0.16,Iris-setosa
5.35,3.36,1.02,0.56,Iris-setosa
5.58,3.4,1.21,0.16,Iris-setosa
4.85,2.84,1.46,0.58,Iris-setosa
5.16,4.17,1.59,0.34,Iris-setosa
5.58,3.29,1.78,0.25,Iris-setosa
4.49,4.1,1.53,0.54,Iris-setosa
5.71,2.41,1.45,0.29,Iris-setosa
5.24,3.97,1.25,0.38,Iris-setosa
5.36,2.58,1.73,0.4,Iris-setosa
5.72,3.01,1.1,0.35,Iris-setosa
4.43,4.34,1.03,0.48,Iris-setosa
5.09,3.07,1.06,0.41,Iris-setosa
5.18,2.89,1.82,0.25,Iris-setosa
4.97,3.44,1.09,0.57,Iris-setosa
4.86,2.47,1.35,0.4,Iris-setosa
5.07,3.76,1.05,0.24,Iris-setosa
5.53,2.47,1.77,0.15,Iris-setosa
5.55,3.06,1.55,0.18,Iris-setosa
4.4,2.75,1.12,0.26,Iris-setosa
5.07,3.54,1.71,0.43,Iris-setosa
5.21,3.16,1.43,0.31,Iris-setosa
5.56,2.78,1.01,0.43,Iris-setosa
4.6,4.17,1.77,0.14,Iris-setosa
4.46,3.34,1.55,0.24,Iris-setosa
5.38,3.55,1.29,0.11,Iris-setosa
5.43,2.75,1.75,0.31,Iris-setosa
5.17,4.13,1.78,0.29,Iris-setosa
4.61,3.93,1.39,0.2,Iris-setosa
5.66,2.72,1.02,0.11,Iris-setosa
5.23,3.69,1.28,0.26,Iris-setosa
4.81,3.73,1.05,0.56,Iris-setosa
4.63,4.4,1.15,0.49,Iris-setosa
4.64,2.47,1.79,0.53,Iris-setosa
4.91,3.78,1.5,0.53,Iris-setosa
4.77,3.4,1.44,0.28,Iris-setosa
5.64,2.65,1.13,0.39,Iris-setosa
5.29,2.71,1.35,0.57,Iris-setosa
4.67,3.7,1.67,0.32,Iris-setosa
5.71,3.85,1.41,0.38,Iris-setosa
5.34,3.54,1.79,0.28,Iris-setosa
4.75,2.75,1.03,0.12,Iris-setosa
5.61,3.72,1.59,0.41,Iris-setosa
5.57,3.31,1.78,0.28,Iris-setosa
5.69,3.77,1.23,0.38,Iris-setosa
5.1,2.59,1.53,0.26,Iris-setosa
4.38,4.29,1.58,0.54,Iris-setosa
5.31,3.05,1.46,0.44,Iris-setosa
5.74,2.83,1.79,0.56,Iris-setosa
5.31,4.26,1.36,0.58,Iris-setosa
5.35,2.39,1.82,0.34,Iris-setosa
4.99,3.49,1.13,0.33,Iris-setosa
5.55,2.33,1.25,0.1,Iris-setosa
4.92,3.83,1.72,0.57,Iris-setosa
5.21,2.83,1.83,0.49,Iris-setosa
5.16,3.76,1.83,0.46,Iris-setosa
4.85,3.8,1.04,0.29,Iris-setosa
4.91,2.65,1.02,0.17,Iris-setosa
5.28,3.98,1.89,0.27,Iris-setosa
5.2,4.27,1.15,0.46,Iris-setosa
5.43,2.49,1.78,0.51,Iris-setosa
4.35,2.49,1.04,0.27,Iris-setosa
5.06,3.42,1.24,0.56,Iris-setosa
4.85,2.4,1.27,0.37,Iris-setosa
4.91,2.88,1.12,0.51,Iris-setosa
5.79,2.99,1.34,0.41,Iris-setosa
5.38,3.12,1.81,0.38,Iris-setosa
4.98,3.66,1.86,0.5,Iris-setosa
4.36,3.0,1.42,0.26,Iris-setosa
5.35,4.04,1.66,0.59,Iris-setosa
4.71,4.14,1.69,0.28,Iris-setosa
5.4,2.52,1.71,0.37,Iris-setosa
4.74,3.68,1.58,0.2,Iris-setosa
4.35,3.21,1.51,0.54,Iris-setosa
5.69,3.41,1.68,0.32,Iris-setosa
5.42,2.73,1.33,0.42,Iris-setosa
4.33,3.82,1.75,0.3,Iris-setosa
4.97,4.09,1.7,0.24,Iris-setosa
4.79,3.73,1.51,0.18,Iris-setosa
4.76,4.19,1.62,0.59,Iris-setosa
5.45,4.28,1.19,0.49,Iris-setosa
4.33,3.71,1.42,0.27,Iris-setosa
5.59,4.09,1.02,0.4,Iris-setosa
4.85,3.17,1.75,0.25,Iris-setosa
5.71,2.68,1.6,0.44,Iris-setosa
4.68,2.98,1.75,0.48,Iris-setosa
4.79,3.42,1.06,0.2,Iris-setosa
5.03,2.48,1.76,0.46,Iris-setosa
5.72,3.76,1.85,0.38,Iris-setosa
5.2,4.35,1.58,0.12,Iris-setosa
5.39,4.2,1.72,0.39,Iris-setosa
5.31,4.38,1.08,0.43,Iris-setosa
4.73,3.64,1.55,0.18,Iris-setosa
4.61,3.61,1.12,0.23,Iris-setosa
5.55,2.99,1.44,0.57,Iris-setosa
4.64,3.12,1.55,0.48,Iris-setosa
5.65,4.22,1.7,0.21,Iris-setosa
4.34,3.11,1.13,0.46,Iris-setosa
5.29,2.39,1.75,0.22,Iris-setosa
4.95,3.7,1.39,0.32,Iris-setosa
4.4,3.14,1.69,0.56,Iris-setosa
4.92,3.19,1.63,0.57,Iris-setosa
4.7,3.22,1.72,0.4,Iris-setosa
4.47,3.62,1.17,0.36,Iris-setosa
5.09,4.14,1.42,0.24,Iris-setosa
4.65,4.14,1.15,0.31,Iris-setosa
4.58,3.92,1.43,0.28,Iris-setosa
4.84,4.09,1.5,0.46,Iris-setosa
5.65,4.19,1.3,0.58,Iris-setosa
4.34,3.09,1.81,0.24,Iris-setosa
4.71,2.94,1.55,0.32,Iris-setosa
5.39,4.18,1.61,0.2,Iris-setosa
5.7,2.86,1.13,0.14,Iris-setosa
5.15,2.54,1.12,0.25,Iris-setosa
4.72,3.57,1.74,0.48,Iris-setosa
4.69,2.82,1.87,0.1,Iris-setosa
5.62,2.72,1.85,0.27,Iris-setosa
4.96,3.78,1.53,0.26,Iris-setosa
5.13,3.83,1.04,0.11,Iris-setosa
4.99,2.58,1.6,0.21,Iris-setosa
4.95,2.72,1.49,0.16,Iris-setosa
4.33,2.41,1.86,0.17,Iris-setosa
5.36,2.44,1.1,0.35,Iris-setosa
5.0,4.3,1.85,0.49,Iris-setosa
5.2,3.26,1.32,0.57,Iris-setosa
5.2,3.52,1.21,0.12,Iris-setosa
5.72,2.96,1.4,0.16,Iris-setosa
5.56,2.36,1.75,0.17,Iris-setosa
5.63,3.83,1.15,0.38,Iris-setosa
4.77,2.67,1.77,0.3,Iris-setosa
4.9,2.66,1.34,0.54,Iris-setosa
4.84,4.3,1.85,0.17,Iris-setosa
4.57,4.11,1.35,0.1,Iris-setosa
4.71,3.56,1.72,0.17,Iris-setosa
4.47,4.24,1.68,0.39,Iris-setosa
5.45,3.2,1.68,0.29,Iris-setosa
4.67,3.83,1.38,0.59,Iris-setosa
4.82,4.24,1.84,0.22,Iris-setosa
5.5,3.21,1.83,0.33,Iris-setosa
5.42,3.28,1.21,0.2,Iris-setosa
4.94,3.89,1.54,0.44,Iris-setosa
4.72,3.31,1.04,0.51,Iris-setosa
5.78,3.15,1.01,0.18,Iris-setosa
5.28,3.59,1.71,0.23,Iris-setosa
5.45,3.74,1.29,0.37,Iris-setosa
4.52,3.25,1.79,0.31,Iris-setosa
5.56,3.54,1.17,0.39,Iris-setosa
5.06,3.14,1.11,0.31,Iris-setosa
4.41,2.51,1.37,0.25,Iris-setosa
5.69,3.09,1.68,0.37,Iris-setosa
5.36,2.85,1.85,0.37,Iris-setosa
5.55,3.07,1.09,0.44,Iris-setosa
4.31,3.3,1.17,0.41,Iris-setosa
5.77,3.28,1.74,0.35,Iris-setosa
5.04,4.25,1.8,0.49,Iris-setosa
4.74,3.44,1.2,0.32,Iris-setosa
5.03,4.05,1.81,0.31,Iris-setosa
4.33,4.11,1.16,0.41,Iris-setosa
4.34,3.14,1.89,0.15,Iris-setosa
4.94,2.95,1.81,0.53,Iris-setosa
4.66,2.47,1.56,0.27,Iris-setosa
5.31,2.37,1.12,0.44,Iris-setosa
4.62,4.1,1.05,0.21,Iris-setosa
5.8,3.21,1.63,0.19,Iris-setosa
5.21,3.82,1.28,0.51,Iris-setosa
5.21,3.12,1.5,0.39,Iris-setosa
4.55,3.15,1.31,0.3,Iris-setosa
5.44,3.31,1.85,0.25,Iris-setosa
4.92,3.95,1.49,0.37,Iris-setosa
4.38,3.14,1.24,0.6,Iris-setosa
4.76,4.16,1.61,0.27,Iris-setosa
5.12,4.07,1.8,0.18,Iris-setosa
4.81,3.0,1.04,0.4,Iris-setosa
5.58,3.1,1.67,0.41,Iris-setosa
4.86,2.6,1.64,0.53,Iris-setosa
5.33,2.34,1.19,0.13,Iris-setosa
5.16,3.89,1.1,0.52,Iris-setosa
5.13,3.75,1.87,0.14,Iris-setosa
5.65,2.56,1.35,0.53,Iris-setosa
5.66,3.36,1.53,0.45,Iris-setosa
5.55,2.56,1.73,0.34,Iris-setosa
4.98,3.19,1.46,0.57,Iris-setosa
5.12,4.3,1.16,0.46,Iris-setosa
5.52,3.73,1.55,0.38,Iris-setosa
5.59,4.03,1.11,0.52,Iris-setosa
4.92,2.83,1.78,0.32,Iris-setosa
5.51,2.85,1.0,0.35,Iris-setosa
4.45,3.88,1.25,0.32,Iris-setosa
4.43,2.9,1.7,0.18,Iris-setosa
5.27,4.23,1.61,0.51,Iris-setosa
4.46,2.83,1.81,0.46,Iris-setosa
5.26,3.69,1.37,0.12,Iris-setosa
5.48,3.73,1.43,0.55,Iris-setosa
4.8,2.92,1.79,0.5,Iris-setosa
5.07,2.57,1.19,0.43,Iris-setosa
4.88,4.06,1.85,0.5,Iris-setosa
4.87,3.96,1.32,0.18,Iris-setosa
4.35,3.11,1.81,0.22,Iris-setosa
4.61,4.34,1.02,0.49,Iris-setosa
4.78,2.38,1.83,0.17,Iris-setosa
5.13,2.88,1.06,0.12,Iris-setosa
4.47,2.45,1.68,0.34,Iris-setosa
4.81,3.18,1.84,0.56,Iris-setosa
5.37,4.16,1.29,0.29,Iris-setosa
5.22,3.61,1.43,0.3,Iris-setosa
5.78,4.02,1.39,0.46,Iris-setosa
4.7,2.51,1.32,0.3,Iris-setosa
4.32,4.01,1.32,0.39,Iris-setosa
4.41,2.67,1.8,0.4,Iris-setosa
5.73,4.4,1.33,0.25,Iris-setosa
5.59,4.4,1.57,0.5,Iris-setosa
5.47,3.05,1.52,0.52,Iris-setosa
5.33,2.34,1.3,0.17,Iris-setosa
4.65,4.2,1.03,0.21,Iris-setosa
4.76,3.6,1.48,0.21,Iris-setosa
4.55,2.8,1.45,0.24,Iris-setosa
5.72,3.27,1.05,0.46,Iris-setosa
4.79,3.67,1.25,0.39,Iris-setosa
5.46,4.25,1.24,0.27,Iris-setosa
5.0,4.25,1.81,0.14,Iris-setosa
4.5,3.34,1.1,0.27,Iris-setosa
4.52,3.64,1.85,0.6,Iris-setosa
4.86,3.56,1.77,0.16,Iris-setosa
5.33,3.16,1.19,0.3,Iris-setosa
4.41,3.76,1.23,0.26,Iris-setosa
4.48,4.12,1.44,0.39,Iris-setosa
5.15,3.16,1.17,0.47,Iris-setosa
4.49,2.52,1.64,0.2,Iris-setosa
4.76,3.3,1.4,0.45,Iris-setosa
5.24,3.65,1.64,0.25,Iris-setosa
4.78,3.22,1.28,0.59,Iris-setosa
5.52,2.65,1.01,0.12,Iris-setosa
4.67,2.54,1.48,0.53,Iris-setosa
5.41,2.75,1.36,0.35,Iris-setosa
5.52,4.06,1.82,0.35,Iris-setosa
5.34,2.53,1.51,0.22,Iris-setosa
4.95,3.63,1.23,0.13,Iris-setosa
4.32,2.35,1.01,0.16,Iris-setosa
4.66,2.76,1.89,0.25,Iris-setosa
4.49,3.45,1.77,0.44,Iris-setosa
4.74,3.48,1.64,0.46,Iris-setosa
5.3,4.13,1.78,0.39,Iris-setosa
4.94,3.65,1.74,0.1,Iris-setosa
5.79,2.68,1.42,0.54,Iris-setosa
4.64,3.3,1.12,0.3,Iris-setosa
4.57,3.06,1.34,0.6,Iris-setosa
5.79,2.54,1.65,0.13,Iris-setosa
4.35,2.52,1.87,0.57,Iris-setosa
4.59,2.64,1.22,0.36,Iris-setosa
5.15,2.77,1.68,0.25,Iris-setosa
5.68,3.68,1.39,0.49,Iris-setosa
5.53,2.91,1.31,0.57,Iris-setosa
4.55,2.39,1.41,0.5,Iris-setosa
5.46,4.23,1.48,0.15,Iris-setosa
5.18,3.93,1.08,0.19,Iris-setosa
4.32,3.55,1.8,0.44,Iris-setosa
5.77,2.43,1.81,0.51,Iris-setosa
4.77,4.34,1.26,0.54,Iris-setosa
5.62,3.89,1.51,0.16,Iris-setosa
5.1,3.05,1.71,0.48,Iris-setosa
5.67,2.33,1.73,0.57,Iris-setosa
5.48,2.57,1.07,0.11,Iris-setosa
5.24,3.62,1.89,0.3,Iris-setosa
4.8,3.61,1.74,0.57,Iris-setosa
5.5,3.2,1.57,0.53,Iris-setosa
5.04,2.76,1.15,0.1,Iris-setosa
5.38,2.53,1.22,0.25,Iris-setosa
5.14,3.14,1.61,0.13,Iris-setosa
4.49,3.35,1.3,0.25,Iris-setosa
4.4,4.18,1.62,0.16,Iris-setosa
4.4,4.35,1.61,0.31,Iris-setosa
5.35,3.89,1.7,0.34,Iris-setosa
4.94,2.32,1.83,0.4,Iris-setosa
4.6,4.23,1.82,0.59,Iris-setosa
5.61,4.4,1.22,0.52,Iris-setosa
5.53,2.78,1.09,0.59,Iris-setosa
4.74,4.13,1.0,0.11,Iris-setosa
5.0,2.8,1.62,0.38,Iris-setosa
4.42,2.64,1.35,0.19,Iris-setosa
5.49,3.17,1.08,0.34,Iris-setosa
4.44,2.57,1.22,0.53,Iris-setosa
5.69,4.04,1.3,0.24,Iris-setosa
5.12,3.82,1.89,0.17,Iris-setosa
4.37,3.76,1.75,0.52,Iris-setosa
5.32,4.3,1.46,0.56,Iris-setosa
5.75,4.08,1.28,0.2,Iris-setosa
5.12,3.25,1.79,0.15,Iris-setosa
4.69,3.88,1.09,0.26,Iris-setosa
4.88,3.61,1.14,0.53,Iris-setosa
4.97,4.23,1.42,0.24,Iris-setosa
4.51,2.31,1.48,0.15,Iris-setosa
4.89,3.54,1.25,0.19,Iris-setosa
5.46,4.29,1.09,0.18,Iris-setosa
5.74,2.38,1.88,0.1,Iris-setosa
5.61,2.95,1.84,0.26,Iris-setosa
5.28,2.47,1.22,0.49,Iris-setosa
5.09,4.25,1.39,0.53,Iris-setosa
4.97,4.36,1.86,0.26,Iris-setosa
5.63,4.08,1.19,0.41,Iris-setosa
4.41,4.06,1.16,0.14,Iris-setosa
4.9,3.51,1.77,0.59,Iris-setosa
4.96,2.43,1.67,0.38,Iris-setosa
4.97,2.95,1.45,0.27,Iris-setosa
5.44,3.44,1.79,0.37,Iris-setosa
4.66,4.09,1.5,0.2,Iris-setosa
5.24,3.05,1.76,0.33,Iris-setosa
5.39,2.5,1.36,0.59,Iris-setosa
5.51,2.64,1.25,0.26,Iris-setosa
5.28,3.89,1.67,0.35,Iris-setosa
5.52,3.22,1.11,0.38,Iris-setosa
5.73,3.97,1.52,0.42,Iris-setosa
5.7,3.2,1.3,0.59,Iris-setosa
5.6,2.98,1.42,0.31,Iris-setosa
4.52,4.31,1.36,0.54,Iris-setosa
4.58,3.45,1.02,0.48,Iris-setosa
5.17,3.61,1.05,0.21,Iris-setosa
4.41,2.91,1.56,0.38,Iris-setosa
5.22,3.45,1.25,0.22,Iris-setosa
4.51,4.08,1.55,0.19,Iris-setosa
4.57,4.13,1.67,0.43,Iris-setosa
4.91,2.85,1.88,0.5,Iris-setosa
4.75,4.08,1.68,0.25,Iris-setosa
4.94,2.69,1.1,0.46,Iris-setosa
4.7,4.02,1.9,0.14,Iris-setosa
5.01,3.98,1.71,0.48,Iris-setosa
4.82,3.25,1.54,0.59,Iris-setosa
4.79,4.24,1.24,0.59,Iris-setosa
5.31,3.27,1.55,0.24,Iris-setosa
4.71,2.54,1.1,0.27,Iris-setosa
5.44,3.58,1.09,0.53,Iris-setosa
5.2,4.32,1.6,0.19,Iris-setosa
5.01,3.66,1.03,0.11,Iris-setosa
4.49,2.83,1.39,0.34,Iris-setosa
4.51,3.71,1.54,0.25,Iris-setosa
4.32,2.46,1.35,0.18,Iris-setosa
4.87,3.62,1.49,0.22,Iris-setosa
4.82,3.59,1.77,0.48,Iris-setosa
5.13,3.06,1.33,0.54,Iris-setosa
4.36,4.37,1.6,0.44,Iris-setosa
4.36,3.57,1.44,0.15,Iris-setosa
4.72,4.17,1.49,0.31,Iris-setosa
4.41,3.8,1.63,0.41,Iris-setosa
5.07,3.21,1.53,0.22,Iris-setosa
5.71,3.54,1.28,0.32,Iris-setosa
5.51,2.64,1.26,0.44,Iris-setosa
4.77,3.96,1.12,0.48,Iris-setosa
4.4,2.33,1.81,0.39,Iris-setosa
4.83,2.79,1.56,0.35,Iris-setosa
5.79,4.36,1.57,0.32,Iris-setosa
5.04,3.73,1.09,0.26,Iris-setosa
4.41,2.45,1.18,0.34,Iris-setosa
5.48,3.32,1.3,0.14,Iris-setosa
5.13,2.87,1.55,0.59,Iris-setosa
4.47,2.75,1.43,0.58,Iris-setosa
5.46,4.19,1.3,0.6,Iris-setosa
4.45,2.41,1.77,0.56,Iris-setosa
4.44,2.54,1.03,0.15,Iris-setosa
4.61,4.34,1.6,0.49,Iris-setosa
5.46,3.42,1.72,0.4,Iris-setosa
4.77,3.48,1.48,0.51,Iris-setosa
5.77,3.16,1.69,0.15,Iris-setosa
5.47,3.08,1.04,0.28,Iris-setosa
5.22,2.55,1.83,0.14,Iris-setosa
5.7,3.78,1.3,0.3,Iris-setosa
5.41,3.56,1.6,0.29,Iris-setosa
5.03,4.38,1.19,0.31,Iris-setosa
4.74,3.91,1.69,0.25,Iris-setosa
4.42,2.32,1.38,0.31,Iris-setosa
5.78,3.29,1.23,0.55,Iris-setosa
5.04,3.56,1.09,0.29,Iris-setosa
5.72,3.54,1.31,0.41,Iris-setosa
5.67,2.88,1.45,0.58,Iris-setosa
4.56,3.81,1.55,0.44,Iris-setosa
4.83,2.96,1.62,0.21,Iris-setosa
4.93,2.7,1.01,0.59,Iris-setosa
4.95,4.34,1.13,0.39,Iris-setosa
4.6,3.96,1.71,0.16,Iris-setosa
5.67,2.71,1.55,0.59,Iris-setosa
5.62,4.31,1.31,0.15,Iris-setosa
4.58,3.35,1.71,0.18,Iris-setosa
5.29,2.98,1.31,0.43,Iris-setosa
5.0,4.01,1.14,0.49,Iris-setosa
4.4,2.71,1.59,0.53,Iris-setosa
4.68,2.99,1.48,0.21,Iris-setosa
5.52,3.92,1.13,0.33,Iris-setosa
5.46,3.01,1.57,0.13,Iris-setosa
5.21,2.62,1.75,0.28,Iris-setosa
4.72,4.07,1.05,0.3,Iris-setosa
4.86,2.9,1.82,0.48,Iris-setosa
4.4,3.8,1.47,0.55,Iris-setosa
4.77,3.51,1.45,0.34,Iris-setosa
4.98,2.73,1.68,0.33,Iris-setosa
5.74,2.85,1.61,0.57,Iris-setosa
5.3,4.13,1.74,0.28,Iris-setosa
5.2,2.63,1.48,0.22,Iris-setosa
5.42,3.41,1.37,0.23,Iris-setosa
5.8,2.45,1.04,0.21,Iris-setosa
5.76,4.36,1.59,0.54,Iris-setosa
4.62,4.34,1.13,0.15,Iris-setosa
4.47,3.5,1.7,0.28,Iris-setosa
5.77,3.21,1.14,0.33,Iris-setosa
5.32,4.05,1.41,0.4,Iris-setosa
4.7,3.66,1.89,0.12,Iris-setosa
5.63,3.48,1.23,0.58,Iris-setosa
5.03,3.0,1.16,0.22,Iris-setosa
5.55,3.59,1.82,0.22,Iris-setosa
4.48,2.31,1.46,0.6,Iris-setosa
5.34,2.95,1.79,0.49,Iris-setosa
4.32,4.02,1.27,0.17,Iris-setosa
4.64,3.28,1.38,0.24,Iris-setosa
4.56,3.9,1.89,0.49,Iris-setosa
4.74,2.81,1.2,0.17,Iris-setosa
5.13,3.57,1.63,0.44,Iris-setosa
4.74,2.99,1.61,0.27,Iris-setosa
4.62,3.09,1.24,0.14,Iris-setosa
5.55,4.09,1.2,0.13,Iris-setosa
5.41,2.74,1.35,0.13,Iris-setosa
4.64,3.97,1.72,0.2,Iris-setosa
4.8,2.58,1.07,0.6,Iris-setosa
5.28,3.44,1.69,0.52,Iris-setosa
5.51,2.33,1.17,0.43,Iris-setosa
4.86,4.36,1.6,0.58,Iris-setosa
4.6,4.11,1.29,0.59,Iris-setosa
4.54,3.38,1.71,0.32,Iris-setosa
5.0,4.37,1.38,0.4,Iris-setosa
4.38,4.07,1.58,0.3,Iris-setosa
